time	I(Vdd)
5.126145082077841e-07	2.625666e-09
5.147350439220699e-07	1.944027e-09
5.168555796363557e-07	1.716169e-09
5.189761153506415e-07	1.942091e-09
5.986636153506434e-07	2.477213e-10
5.995187500000001e-07	5.501131e-10
5.997625000000000e-07	3.883621e-10
5.998625000000000e-07	-1.372292e-10
5.999000000000001e-07	4.529332e-10
5.999500000000004e-07	5.639933e-13
6.000000000000001e-07	1.230013e-08
6.000050000000000e-07	7.942814e-05
6.000150000000000e-07	1.308205e-04
6.000311972069051e-07	1.329258e-04
6.000481817545847e-07	1.098407e-04
6.000635667569197e-07	7.406162e-05
6.000808373668480e-07	3.045758e-05
6.001000000000001e-07	-3.021481e-05
6.001019162633153e-07	-1.096817e-04
6.001057487899457e-07	-1.611057e-04
6.001134138432065e-07	-2.007904e-04
6.001287439497282e-07	-3.081255e-04
6.001472161272962e-07	-4.345196e-04
6.001714976342430e-07	-5.441539e-04
6.002000000000001e-07	-6.230438e-04
6.002028502365758e-07	-5.544427e-04
6.002085507097273e-07	-5.157027e-04
6.002199516560301e-07	-5.254761e-04
6.002427535486358e-07	-5.649836e-04
6.002687258338915e-07	-5.952412e-04
6.003206704044028e-07	-6.180708e-04
6.003757282278966e-07	-6.162527e-04
6.004663539495317e-07	-5.804041e-04
6.005706256427988e-07	-5.017728e-04
6.007717419719753e-07	-3.124067e-04
6.010290189041170e-07	-1.251802e-04
6.012800203384440e-07	-3.910933e-05
6.016384224700792e-07	-6.256435e-06
6.019762363465542e-07	-4.543401e-07
6.026372199716245e-07	-1.638587e-08
6.034184699716245e-07	2.624027e-09
6.041997199716245e-07	-1.024695e-09
6.065434699716246e-07	-1.186606e-12
6.086640056859103e-07	-1.467207e-11
6.107845414001961e-07	-2.543569e-11
6.129050771144819e-07	-3.347747e-11
6.150256128287676e-07	-3.879740e-11
6.171461485430534e-07	-4.139549e-11
6.192666842573392e-07	-4.127174e-11
6.213872199716249e-07	-3.842615e-11
6.268559699716251e-07	-2.143707e-11
6.347800771144824e-07	-2.413113e-11
6.427041842573398e-07	-2.629429e-11
6.506282914001971e-07	-2.792654e-11
6.585523985430545e-07	-2.902788e-11
6.664765056859117e-07	-2.959831e-11
6.744006128287691e-07	-2.963784e-11
6.823247199716264e-07	-2.914646e-11
6.987309699716268e-07	-1.247220e-10
6.992187500000001e-07	9.330753e-10
6.997625000000000e-07	2.978514e-10
6.998625000000000e-07	-1.222966e-09
6.999000000000001e-07	6.019718e-10
6.999249999999999e-07	3.431495e-10
6.999500000000004e-07	-9.079789e-10
7.000000000000001e-07	5.305777e-07
7.000050000000000e-07	8.294938e-05
7.000150000000000e-07	1.419326e-04
7.000349999999999e-07	1.522322e-04
7.000546481181371e-07	1.431212e-04
7.000703178636008e-07	1.334654e-04
7.001000000000001e-07	1.085269e-04
7.001029682136400e-07	4.587316e-05
7.001089046409198e-07	8.485835e-06
7.001207774954796e-07	2.602010e-06
7.001445232045990e-07	1.090936e-06
7.001723172178501e-07	6.154824e-07
7.002279052443523e-07	3.699222e-07
7.003390812973566e-07	2.030364e-07
7.005614334033652e-07	1.064550e-07
7.010061376153824e-07	5.329377e-08
7.017873876153824e-07	2.643816e-08
7.025686376153825e-07	1.685125e-08
7.041311376153825e-07	1.006700e-08
7.062516733296682e-07	7.565797e-09
7.083722090439541e-07	5.518608e-09
7.104927447582398e-07	3.925429e-09
7.126132804725255e-07	2.786259e-09
7.147338161868113e-07	2.101098e-09
7.168543519010971e-07	1.869947e-09
7.189748876153829e-07	2.092806e-09
7.986623876153848e-07	3.640202e-10
7.994187500000001e-07	4.020796e-10
7.999187500000001e-07	3.979722e-10
8.000000000000001e-07	4.247873e-10
